-380.44,-344.72,-239.33
-372.27,-347.25,-236.59
-364.04,-349.72,-233.9
-355.76,-352.14,-231.25
-347.42,-354.5,-228.64
-339.02,-356.8,-226.08
-330.57,-359.05,-223.57
-322.07,-361.24,-221.1
-313.51,-363.38,-218.68
-304.91,-365.45,-216.32
-296.26,-367.47,-214.01
-287.56,-369.43,-211.75
-278.81,-371.33,-209.55
-270.02,-373.18,-207.41
-261.19,-374.96,-205.32
-252.32,-376.68,-203.3
-243.41,-378.35,-201.33
-234.46,-379.95,-199.43
-225.47,-381.5,-197.59
-216.44,-382.98,-195.82
-207.38,-384.4,-194.11
-198.29,-385.77,-192.48
-189.17,-387.07,-190.9
-180.02,-388.31,-189.4
-170.83,-389.49,-187.97
-161.63,-390.6,-186.61
-152.39,-391.66,-185.32
-143.13,-392.65,-184.11
-133.85,-393.58,-182.96
-124.55,-394.45,-181.89
-115.23,-395.25,-180.9
-105.89,-395.99,-179.98
-96.529,-396.67,-179.14
-87.157,-397.29,-178.38
-77.77,-397.84,-177.69
-68.372,-398.33,-177.08
-58.962,-398.76,-176.55
-49.543,-399.13,-176.09
-40.116,-399.43,-175.72
-30.683,-399.67,-175.42
-21.245,-399.84,-175.2
-11.804,-399.95,-175.06
-2.3609,-400,-175
7.0826,-399.98,-175.02
16.525,-399.9,-175.12
25.965,-399.76,-175.3
35.401,-399.55,-175.56
44.831,-399.28,-175.89
54.254,-398.95,-176.31
63.668,-398.56,-176.8
73.072,-398.1,-177.37
82.465,-397.57,-178.02
91.845,-396.99,-178.75
101.21,-396.34,-179.55
110.56,-395.63,-180.43
119.89,-394.86,-181.39
129.2,-394.02,-182.42
138.49,-393.12,-183.52
147.76,-392.16,-184.7
157.01,-391.14,-185.96
166.23,-390.05,-187.28
175.43,-388.9,-188.68
184.6,-387.69,-190.14
193.73,-386.42,-191.68
202.84,-385.09,-193.29
211.92,-383.7,-194.96
220.96,-382.25,-196.7
229.97,-380.73,-198.5
238.94,-379.16,-200.37
247.87,-377.52,-202.31
256.76,-375.83,-204.3
265.61,-374.08,-206.36
274.42,-372.26,-208.47
283.19,-370.39,-210.64
291.91,-368.46,-212.87
300.59,-366.47,-215.16
309.22,-364.42,-217.5
317.8,-362.32,-219.89
326.32,-360.15,-222.33
334.8,-357.93,-224.82
343.22,-355.66,-227.36
351.59,-353.32,-229.94
359.91,-350.93,-232.57
368.16,-348.49,-235.24
376.36,-345.99,-237.95
384.5,-343.43,-240.71
392.58,-340.83,-243.5
400.59,-338.16,-246.32
408.55,-335.45,-249.18
416.43,-332.68,-252.07
424.25,-329.85,-255
432.01,-326.98,-257.95
439.69,-324.05,-260.92
447.31,-321.07,-263.93
454.85,-318.04,-266.95
462.32,-314.96,-270
469.72,-311.83,-273.06
477.05,-308.65,-276.14
484.3,-305.43,-279.24
491.47,-302.15,-282.35
498.56,-298.83,-285.47
505.58,-295.45,-288.6
512.51,-292.04,-291.74
519.37,-288.57,-294.89
526.14,-285.06,-298.03
532.83,-281.5,-301.18
539.43,-277.9,-304.33
545.95,-274.26,-307.47
552.38,-270.57,-310.61
558.73,-266.84,-313.74
564.98,-263.07,-316.87
571.15,-259.25,-319.98
577.22,-255.4,-323.08
